skill_id,suffix
SK111033,MED
SK111041,MED
SK111038,HIG
SK111043,MED
SK206214,MIN
SK206215,MED
SK206216,MIN
SK206206,MIN
SK206205,MIN
SK226230,MED
SK226225,HIG
SK226231,MED
SK061288,MED
SK061289,MIN
SK061287,MIN
SK061284,LOW
SK061282,MIN
SK151286,MIN
SK151287,LOW
SK159009,MED
SK158998,MED
SK062718,MIN
SK062719,LOW
SK062727,MIN
SK062717,MIN
SK100604,MED
SK205086,MIN
SK205088,MIN
SK205096,MIN
SK205095,MIN
SK205089,MED
SK113035,MED
SK113026,LOW
SK113036,LOW
SK113033,LOW
SK040149,MIN
SK193268,MIN
SK193265,MED
SK193276,MED
SK193267,MED
SK193270,MED
SK112321,MED
SK197914,HIG
SK197916,MED
SK197913,MED
SK194968,MIN
SK194972,MED
SK194964,MED
SK194629,MED
SK194624,HIG
SK194618,MED
SK194626,LOW
SK194620,MED
SK194621,MED
SK197932,MED
SK197923,MED
SK199857,MIN
SK199865,MED
SK199863,MED
SK199861,MED
SK194961,LOW
SK194952,LOW
SK194953,LOW
SK194954,MED
SK194947,HIG
SK194948,MED
SK194941,LOW
SK194529,MED
SK194532,MED
SK194535,MIN
SK194987,HIG
SK194978,MED
SK194982,MED
SK194984,MED
SK194980,HIG
SK194979,MED
SK194983,MED
SK194585,MED
SK194569,MED
SK194557,MIN
SK194561,MED
SK194562,MED
SK194565,LOW
SK194570,MED
SK194559,MIN
SK199043,MED
SK199049,MED
SK199045,MED
SK200403,MED
SK200404,LOW
SK200406,LOW
SK200401,MED
SK200397,LOW
SK200410,HIG
SK194600,MED
SK194596,MED
SK194591,HIG
SK194592,MED
SK194598,MED
SK194589,LOW
SK194599,MED
SK199592,MED
SK199596,MED
SK199599,LOW
SK199593,MED
SK199595,LOW
SK193297,MED
SK193287,LOW
SK193290,MED
SK193288,MED
SK193299,MIN
SK193283,MED
SK193294,LOW
SK193282,LOW
SK193307,LOW
SK193325,MED
SK193329,MED
SK193327,MIN
SK193334,MIN
SK113250,MIN
SK113245,MIN
SK113254,LOW
SK113244,MIN
SK113246,MIN
SK113247,MIN
SK113252,MIN
SK066214,MED
SK066202,MIN
SK113111,MED
SK113121,MIN
SK113122,MIN
SK113108,MIN
SK113117,MIN
SK113113,MIN
SK016363,MIN
SK016359,MIN
SK016367,LOW
SK016364,MIN
SK016368,LOW
SK016366,MIN
SK016362,LOW
SK022748,MIN
SK019445,MIN
SK010603,MED
SK010606,MIN
SK066954,MED
